album_type,artists,album_name,total_tracks,explicit,is_local,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
album,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,9,False,False,Shuggie,60,0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.14400000000000002,0.71,127.947,201707,3
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Our Romance (From ""Oh Blimey"") [2013]",0,0.321,0.14800000000000002,7,-15.323,0,0.0399,0.7120000000000001,0.981,0.0601,0.387,103.951,56493,4
album,The Head And The Heart,Let's Be Still,13,False,False,Another Story,56,0.262,0.443,5,-10.109,1,0.0304,0.545,0.14800000000000002,0.272,0.114,85.765,274200,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Theme Music (From ""Flying Monkey"") [2013]",0,0.14800000000000002,0.531,6,-7.181,1,0.0348,0.424,0.0352,0.0988,0.397,172.77200000000005,56827,4
album,Calibre 50,Corridos De Alto Calibre,14,False,False,Javier El De Los Llanos,64,0.7829999999999999,0.6579999999999999,8,-5.4129999999999985,1,0.0434,0.464,0.0,0.265,0.933,105.011,201600,3
compilation,Various Artists,2013 - The Year In EDM,15,False,False,The Spiritual Gateway (Transmission Theme 2013),0,0.52,0.933,9,-6.817,0,0.068,3.2500000000000004e-05,0.8190000000000001,0.409,0.15,131.984,136640,4
single,Maejor,Lolly,1,True,False,Lolly,63,0.6629999999999999,0.889,1,-2.975,1,0.303,0.0376,0.0,0.784,0.8370000000000001,152.186,225507,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Iceworld (From ""Flying Monkey"") [2013]",0,0.326,0.412,1,-8.396,1,0.0307,0.00558,0.218,0.301,0.611,184.928,124493,3
album,Selena Gomez,Stars Dance (Bonus Track Version),13,False,False,Slow Down,64,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,210293,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Exploring Mystery (From ""Oh Blimey"") [2013]",0,0.17,0.275,1,-13.373,0,0.0336,0.0918,0.851,0.12,0.0385,80.60600000000002,186000,4
album,K. Michelle,Rebellious Soul,11,False,False,Can't Raise a Man,56,0.623,0.677,5,-5.215,1,0.0639,0.0233,0.0,0.0724,0.182,151.804,208040,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Exploring Adventure (From ""Oh Blimey"") [2013]",0,0.399,0.453,2,-10.221,1,0.0304,0.171,0.163,0.124,0.378,130.178,130560,4
album,Newsboys,Restart,22,False,False,We Believe,57,0.519,0.76,2,-4.41,1,0.0349,0.0319,1.59e-05,0.241,0.149,130.03,261693,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Theme Music (From ""Tiny Talks"") [2013]",0,0.409,0.777,10,-5.481,0,0.0382,0.00959,0.00296,0.254,0.393,159.89600000000004,56613,4
album,Dirty Heads,Home | Phantoms of Summer: The Acoustic Sessions,11,True,False,Sloth's Revenge,56,0.8270000000000001,0.474,4,-9.72,1,0.0905,0.544,0.0,0.115,0.759,96.027,213383,4
compilation,Various Artists,Decade of Deca-dance 1 - 10 years of Psychedelic Goa Techno Trance Evolution (2004-2014),11,False,False,Stop Pushing - 2013 Mix,0,0.672,0.952,7,-6.902,1,0.0501,5.6299999999999986e-05,0.429,0.393,0.446,144.975,346442,4
album,George Strait,Love Is Everything,13,False,False,I Got A Car,56,0.602,0.631,4,-7.371,1,0.033,0.332,0.0,0.12,0.472,138.389,272267,4
album,Blake Wexler~Todd Glass,12 Years of Voicemails from Todd Glass to Blake Wexler,46,True,False,Clean Your Car Blake (2013),0,0.76,0.648,4,-13.97,0,0.953,0.985,8.22e-06,0.945,0.271,73.117,50599,4
album,CHVRCHES,The Bones of What You Believe,12,True,False,The Mother We Share,57,0.46,0.6859999999999999,1,-6.43,1,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,191294,4
compilation,Various Artists,Battle of the Year 2013 - The Soundtrack,17,False,False,Start Sum Shit - DBK's 2013 Mix,1,0.609,0.8859999999999999,7,-6.827000000000001,1,0.0431,0.000671,0.61,0.118,0.421,120.012,238520,4
album,Earl Sweatshirt,Doris,15,True,False,Hive (feat. Vince Staples & Casey Veggies),58,0.619,0.742,1,-6.995,1,0.496,0.204,0.0,0.166,0.782,144.602,277240,4
compilation,Various Artists,New Year's Eve - Best Party Hits 2015,90,False,False,Dubi Dam Dam - Single Version 2013,5,0.6609999999999999,0.959,0,-2.336,1,0.0317,0.0412,0.0,0.0861,0.7829999999999999,139.955,217200,4
album,Juicy J,Stay Trippy,16,True,False,Bounce It (feat. Wale & Trey Songz),57,0.785,0.5720000000000001,11,-9.383,1,0.0859,0.00811,0.0,0.111,0.477,140.032,260560,4
compilation,Various Artists,Christmas Time & Happy New Year 2019,25,False,False,Weihnachten bin i dahoam - Remix 2013,0,0.338,0.493,1,-8.833,1,0.0354,0.215,0.0,0.0594,0.452,188.908,229932,3
album,J Balvin,La Familia,15,False,False,6 AM,69,0.746,0.746,5,-5.046,0,0.102,0.152,0.0,0.274,0.733,175.965,243227,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Theme Music (From ""Chicken vs. Fox"") [2013]",0,0.298,0.669,4,-9.086,0,0.0382,0.0365,0.28300000000000003,0.179,0.402,140.12,43360,4
album,Pop Evil,Onyx (Deluxe Edition),13,False,False,Torn to Pieces,56,0.616,0.664,0,-5.66,1,0.0293,0.0128,8.94e-06,0.115,0.312,122.077,196258,4
album,Paper + Plastick,2013 Summer Sampler,10,False,False,Two Years,0,0.26,0.775,11,-5.669,1,0.0585,0.00301,0.0,0.218,0.274,100.984,262731,4
album,BTS,2 Cool 4 Skool,7,False,False,We Are Bulletproof Pt.2,66,0.754,0.952,8,-5.11,0,0.153,0.00945,6.27e-06,0.189,0.868,144.05100000000004,225360,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Tokyo (Original Mix) - Best Of 2013,2,0.802,0.915,8,-6.909,0,0.0751,0.00121,0.91,0.0474,0.782,126.011,451272,4
album,Courtney Barnett,The Double EP: A Sea of Split Peas,12,False,False,Avant Gardener,56,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Ellegant Machine (From ""Tiny Talks"") [2013]",0,0.479,0.382,5,-9.4,0,0.0248,0.0035,0.0025,0.185,0.314,83.01,180000,4
album,Bo Burnham,what.,18,True,False,"Left Brain, Right Brain",59,0.462,0.7040000000000001,4,-6.011,1,0.619,0.639,0.0,0.655,0.547,169.396,394392,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Trailer (From ""Horror At the Village"") [2013]",0,0.203,0.41,1,-11.486,1,0.0404,0.657,0.927,0.0997,0.0419,91.351,112493,4
compilation,Various Artists,Frozen (Original Motion Picture Soundtrack),32,False,False,"In Summer - From ""Frozen""/Soundtrack Version",59,0.5,0.342,7,-9.536,1,0.175,0.536,0.0,0.59,0.684,77.124,110987,1
album,まるやまたつや,4years,7,False,False,The Last Moment ver.2013,0,0.604,0.4320000000000001,8,-11.613,1,0.0337,0.501,0.933,0.248,0.389,123.659,254000,4
album,Michael Bublé,To Be Loved,14,False,False,It's a Beautiful Day,66,0.532,0.795,1,-3.979,1,0.0358,0.0559,0.0,0.295,0.78,143.83700000000005,199267,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Around the Village (From ""Oh Blimey"") [2013]",0,0.507,0.254,2,-13.279000000000002,1,0.0308,0.0122,8.329999999999999e-05,0.153,0.408,124.937,78920,4
album,Drake,Nothing Was The Same (Deluxe),15,False,False,"Hold On, We're Going Home",55,0.7759999999999999,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,227880,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Water Level (From ""Flying Monkey"") [2013]",0,0.337,0.659,6,-6.527,1,0.0342,0.0734,0.000476,0.0988,0.419,134.849,132747,4
album,Stromae,Racine Carrée (Standard US Version),14,False,False,Papaoutai,55,0.7340000000000001,0.809,10,-7.2639999999999985,0,0.0839,0.0266,0.0,0.0642,0.254,116.022,232147,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Sad Story (From ""Oh Blimey"") [2013]",0,0.211,0.378,7,-13.243,1,0.0318,0.7170000000000001,0.885,0.112,0.0423,74.718,121413,3
album,Cage The Elephant,Melophobia,10,False,False,Take It or Leave It,56,0.71,0.847,0,-3.009,1,0.0892,0.0289,0.00033,0.0613,0.65,119.944,207320,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Epic Battle (From ""Oh Blimey"") [2013]",0,0.324,0.68,0,-7.387,1,0.0363,0.0018,0.0509,0.17800000000000002,0.405,149.90200000000004,130000,3
album,B.o.B,Underground Luxury,15,True,False,We Still in this Bitch (feat. T.I. and Juicy J),56,0.693,0.733,1,-5.126,1,0.139,0.013,0.0,0.0924,0.4970000000000001,140.01,247987,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Mad (Popof Remix) - Best Of 2013,0,0.804,0.848,10,-7.435,1,0.0629,0.00183,0.8540000000000001,0.0905,0.57,124.998,345600,4
compilation,Various Artists,Alabama & Friends,11,False,False,I'm In A Hurry (And Don't Know Why),57,0.556,0.978,7,-3.2910000000000004,1,0.0524,0.01,0.0,0.274,0.6779999999999999,128.658,171093,4
album,Frequencerz,10 Years of Hardstyle by Frequencerz,127,False,False,Our Freedom (Beat The Bridge Anthem 2013),12,0.404,0.932,8,-2.682,0,0.103,0.606,3.2e-06,0.334,0.211,149.76,176000,4
album,Drake,Nothing Was The Same,13,True,False,Furthest Thing,56,0.484,0.78,9,-5.2639999999999985,0,0.135,0.147,0.0,0.0572,0.271,137.105,267373,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Mad (Original Mix) - Best Of 2013,0,0.8079999999999999,0.698,1,-7.991,1,0.0735,0.000666,0.875,0.0925,0.262,125.01,368640,4
album,Barenaked Ladies,Grinning Streak,12,False,False,Odds Are,58,0.629,0.855,10,-5.593,1,0.0568,0.108,0.0,0.198,0.963,96.039,184400,4
compilation,Various Artists,Most Streamed Lounge Music 2013,15,False,False,Half Year,0,0.68,0.452,1,-8.683,0,0.129,0.173,0.8859999999999999,0.109,0.7,80.018,316500,4
single,Fifth Harmony,Miss Movin' On,1,False,False,Miss Movin' On,61,0.466,0.8420000000000001,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,193733,4
album,Dreikelvin,Film & TV (2013 - 2020),20,False,False,This Year,0,0.648,0.916,5,-6.3039999999999985,1,0.0485,0.0115,0.8490000000000001,0.28300000000000003,0.863,93.003,129644,4
album,One Direction,Midnight Memories (Deluxe),18,False,False,Strong,67,0.741,0.6629999999999999,0,-7.308,1,0.0434,0.0608,0.0,0.0931,0.338,115.013,184373,4
single,C.C.Grand,C.C.Grand (Quality Music Since 2013),5,False,False,Ten Years,0,0.439,0.481,11,-9.007,1,0.0283,0.214,0.05,0.0996,0.426,155.369,259429,4
album,Twenty One Pilots,Vessel,12,False,False,Screen,61,0.718,0.7140000000000001,0,-5.699,1,0.0622,0.0963,0.0,0.141,0.84,149.94899999999996,229120,4
album,Adam Gardner,"10 Years of Bedroom Demos, 2004-2014",64,False,False,If My Life Was a Song (2013),0,0.813,0.0486,4,-21.547,1,0.0405,0.904,2.12e-05,0.106,0.4270000000000001,140.076,190218,4
album,Jack Johnson,From Here To Now To You,12,False,False,I Got You,63,0.899,0.399,11,-6.553,1,0.038,0.61,1.52e-05,0.0923,0.544,98.067,179347,4
compilation,Enrico Donner,Best of Deep Lounge 2013,15,False,False,Half Year,6,0.68,0.452,1,-8.683,0,0.129,0.173,0.8859999999999999,0.109,0.7,80.018,316500,4
album,Mandisa,Overcomer,22,False,False,Overcomer,56,0.6970000000000001,0.944,7,-2.7960000000000003,0,0.0327,0.00173,0.000162,0.32,0.846,119.994,223627,4
album,Blake Wexler~Todd Glass,12 Years of Voicemails from Todd Glass to Blake Wexler,46,True,False,Todd Glass Is Like Heroin (2013),0,0.8240000000000001,0.354,7,-16.617,1,0.96,0.988,0.0,0.342,0.531,78.344,33593,4
album,Bo Burnham,what.,18,True,False,From God's Perspective,59,0.338,0.478,0,-5.895,1,0.0404,0.775,0.0,0.737,0.35700000000000004,86.86200000000002,261222,4
compilation,Various Artists,Hard Technology 2013,57,False,False,The Best Year,0,0.7090000000000001,0.985,11,-8.947000000000003,1,0.0639,0.0427,0.895,0.114,0.774,128.004,421875,4
single,Tori Kelly,Foreword,5,False,False,Paper Hearts,65,0.416,0.233,3,-10.988,1,0.0347,0.882,0.0,0.0934,0.242,68.85300000000001,199584,4
album,Pop Evil,Onyx (Deluxe Edition),13,False,False,Trenches,56,0.546,0.95,2,-3.805,0,0.0552,0.00015800000000000002,0.00645,0.21,0.603,100.003,217876,4
album,Kyoshi Ivory,Cosmos 2013: Remastered,12,True,False,10000 Year Jutsu,0,0.319,0.593,7,-11.015,0,0.0829,0.8059999999999999,0.0,0.336,0.547,89.738,222433,3
album,Tech N9ne,Something Else,21,True,False,Fragile,57,0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.6729999999999999,194.902,236373,3
album,O-Trax,New Life (2013),11,False,False,The Year 2000,0,0.8,0.8109999999999999,11,-10.621,0,0.0781,0.0412,0.773,0.741,0.7509999999999999,143.019,357251,4
album,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1 (Deluxe Edition)",29,False,False,Mama Said Knock You Out,55,0.5920000000000001,0.979,6,-3.76,0,0.102,0.000126,0.0,0.0819,0.722,102.99,167510,4
compilation,Various Artists,WMC Miami 2013,15,False,False,Yearning - Original Mix,0,0.75,0.7559999999999999,4,-7.105,0,0.0615,0.241,0.8370000000000001,0.354,0.376,126.021,487619,4
album,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),17,True,False,PMW (All I Really Need) (feat. ScHoolboy Q),59,0.705,0.747,1,-4.542,1,0.0483,0.000361,0.0,0.311,0.29,129.972,234773,4
album,Various Artists,Новогодний хит 2013,17,False,False,Happy New Year,0,0.52,0.933,10,-2.885,1,0.0656,0.0661,0.0,0.0808,0.7240000000000001,164.016,164747,4
single,Max Frost,White Lies,1,False,False,White Lies - EP Version,58,0.695,0.878,1,-3.429,0,0.0441,0.153,0.0,0.0764,0.969,162.898,177835,4
compilation,Various Artists,Tam Tam 2013 Compulation,10,False,False,Yearh - Original Mix,0,0.779,0.82,10,-4.928,0,0.0501,0.0121,0.884,0.0906,0.102,138.009,448696,4
album,Arctic Monkeys,AM,12,False,False,No. 1 Party Anthem,65,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4
compilation,Various Artists,Happy New Year 2013,40,False,False,New Years Illusions,0,0.665,0.71,1,-8.49,0,0.0479,0.0151,0.006940000000000001,0.123,0.211,142.056,255765,4
album,The 1975,The 1975 (Deluxe Version),39,True,False,Girls,56,0.662,0.911,11,-4.985,1,0.0531,0.00395,0.00125,0.473,0.898,108.025,254620,4
compilation,Various Artists,Drum & Bass Arena Winter Selection 2013,32,False,False,Year 3000,0,0.765,0.938,2,0.7809999999999999,1,0.086,0.0526,0.0779,0.15,0.151,175.011,286424,4
album,Blake Shelton,Based on a True Story... (Deluxe Edition),14,False,False,Sure Be Cool If You Did,56,0.5760000000000001,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.5820000000000001,136.80200000000002,215720,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Napoli strade (Original Mix) - Best Of 2013,0,0.816,0.912,2,-3.168,1,0.0564,0.000776,0.928,0.366,0.456,125.013,414730,4
album,Brett Eldredge,Bring You Back,13,False,False,Mean to Me,55,0.647,0.586,0,-6.882999999999999,1,0.0313,0.115,1.69e-06,0.121,0.165,87.994,228907,4
compilation,Various Artists,Happy New Year Party 2015! (The Greatest Hits to Celebrate the New Year),41,False,False,Itsy Bitsy Teenie Weenie Honoluu Strand Bikini - Remix 2013,0,0.815,0.648,8,-8.229,1,0.0587,0.0025800000000000003,0.423,0.0673,0.6509999999999999,130.017,216000,4
album,Daft Punk,Random Access Memories,13,False,False,Doin' it Right (feat. Panda Bear),61,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.06099999999995,251293,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Bossa Nova (Original Mix) - Best Of 2013,0,0.8009999999999999,0.8240000000000001,6,-11.074000000000002,1,0.0639,0.00147,0.905,0.0998,0.674,124.98,376440,4
album,Kishi Bashi,151a,9,False,False,I Am the Antichrist to You,63,0.329,0.265,3,-13.619000000000002,1,0.0429,0.748,0.0319,0.101,0.304,168.69299999999996,236246,5
album,Glial Cell,"Just the Hits, Please. Thanks (2007-2013)",16,True,False,New Year,0,0.693,0.816,5,-6.415,1,0.0526,0.000683,0.0028,0.0927,0.626,128.025,257000,4
album,Vampire Weekend,Modern Vampires of the City,12,False,False,Unbelievers,58,0.644,0.8109999999999999,11,-7.774,1,0.0517,0.149,0.0004730000000000001,0.17,0.8170000000000001,154.909,202667,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Bossa Nova (Barem Remix) - Best Of 2013,0,0.8140000000000001,0.762,2,-8.437000000000001,1,0.0586,0.000197,0.787,0.066,0.968,122.963,426734,4
album,Mac Miller,Live From Space,14,True,False,In the Morning,52,0.551,0.639,4,-8.552999999999999,1,0.396,0.0442,0.000405,0.121,0.116,191.921,265067,4
compilation,Various Artists,Happy New Year 2013,40,False,False,New Year's Day,0,0.532,0.933,11,-6.6320000000000014,1,0.053,0.00598,0.000928,0.0708,0.621,134.934,305400,4
album,Bring Me The Horizon,Sempiternal (Expanded Edition),13,True,False,Shadow Moses,64,0.456,0.985,6,-2.949,1,0.207,0.000235,0.00368,0.103,0.183,143.006,243320,4
album,Dishonour,2006-2013,30,False,False,10 Years Report - 2016,0,0.302,0.861,9,-4.147,0,0.0564,4.120000000000001e-05,0.82,0.471,0.253,110.083,134071,3
album,Los Ángeles Azules,20 Kilates,20,False,False,Cómo Te Voy A Olvidar,54,0.647,0.469,2,-7.63,1,0.0617,0.263,4.4e-06,0.213,0.6729999999999999,83.037,270893,4
album,Blaise Kolodychuk and the Fukachuk Egg Machine,The Tree of Reason (20 Years of Fukachuk Part Two),18,False,False,Jungle Shoes (Waiting Around in Buildings 2013),0,0.6,0.298,11,-16.954,0,0.0514,0.52,0.191,0.183,0.615,119.988,138762,4
album,"Tyler, The Creator",Wolf,18,True,False,Domo23,57,0.727,0.565,1,-5.564,0,0.35600000000000004,0.16699999999999998,0.0,0.262,0.597,133.094,158760,4
compilation,Various Artists,Amsterdam 2013,32,False,False,1000 Years - BARE Remix,0,0.705,0.973,6,1.027,0,0.17600000000000002,0.00434,0.0394,0.33,0.561,144.002,180004,4
album,Kanye West,Yeezus,10,True,False,I'm In It,59,0.485,0.604,1,-4.591,1,0.345,0.141,0.0,0.0668,0.45,170.33700000000005,234853,4
compilation,Various Artists,Amsterdam 2013,26,False,False,1000 Years - BARE Remix,0,0.705,0.973,6,1.027,0,0.17600000000000002,0.00434,0.0394,0.33,0.561,144.002,180004,4
compilation,Wisin & Yandel,La Historia De El Dúo (Vol.1),12,False,False,Pam Pam,64,0.8740000000000001,0.69,10,-6.372999999999998,1,0.114,0.121,0.0,0.249,0.735,95.025,227280,4
compilation,Various Artists,ADE 2013,10,False,False,Last Year - Original Mix,0,0.603,0.836,2,-4.886,0,0.0433,8.9e-05,0.932,0.0954,0.0709,128.024,390000,4
album,Dropkick Murphys,SIGNED and SEALED in BLOOD,12,False,False,Rose Tattoo,56,0.32299999999999995,0.912,9,-2.059,0,0.0425,0.0219,0.0,0.373,0.609,108.084,306520,4
compilation,Various Artists,Ibiza 2013,15,False,False,Last Year - Original Mix,0,0.603,0.836,2,-4.886,0,0.0433,8.9e-05,0.932,0.0954,0.0709,128.024,390000,4
album,Lorde,Pure Heroine,10,True,False,Tennis Court,60,0.764,0.5670000000000001,0,-8.585,1,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907,4
album,Blake Wexler~Todd Glass,12 Years of Voicemails from Todd Glass to Blake Wexler,46,True,False,Heartfelt Break up Advice from Todd (2013),0,0.7440000000000001,0.256,11,-15.808,1,0.944,0.988,0.0,0.7759999999999999,0.725,67.60600000000001,107050,3
album,Ed Sheeran,x (Wembley Edition),24,False,False,All of the Stars,55,0.54,0.557,11,-6.097,1,0.0259,0.00886,0.000182,0.307,0.287,75.035,237147,4
album,Blake Wexler~Todd Glass,12 Years of Voicemails from Todd Glass to Blake Wexler,46,True,False,Red Sox Win the World Series (2013),0,0.6890000000000001,0.337,9,-18.597,1,0.942,0.953,0.0,0.912,0.135,87.833,44643,4
album,All Sons & Daughters,Live,13,False,False,Great Are You Lord - Live,58,0.39,0.457,9,-7.915,1,0.0327,0.0874,8.900000000000001e-06,0.123,0.145,143.977,290413,3
album,Coffee Shower,The Glory Years (1999-2013),23,True,False,The Glory Years,0,0.467,0.872,7,-6.6110000000000015,1,0.07400000000000001,3.68e-05,1.4e-05,0.0401,0.463,106.768,159227,4
album,Ariana Grande,Yours Truly,12,False,False,Honeymoon Avenue,55,0.6920000000000001,0.608,8,-5.233,0,0.041,0.218,0.0,0.348,0.449,125.012,339733,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Stand Up and Play (From ""Max Music School"") [2013]",0,0.34600000000000003,0.463,2,-11.008,1,0.0342,4.7e-05,0.223,0.19,0.61,129.934,132307,4
single,Yellow Claw,Amsterdam Twerk Music,4,False,False,DJ Turn It Up,63,0.8290000000000001,0.695,1,-5.561,1,0.0473,0.000956,0.17800000000000002,0.112,0.369,102.018,211777,4
compilation,Various Artists,Deep House Disco Ibiza 2013,26,False,False,End of Year,0,0.687,0.654,10,-13.438,1,0.095,0.626,0.8959999999999999,0.123,0.181,120.005,400004,4
compilation,Various Artists,Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition),21,False,False,A Little Party Never Killed Nobody (All We Got),55,0.763,0.653,5,-5.05,0,0.149,0.008759999999999999,5.46e-06,0.0854,0.477,130.025,240907,4
compilation,Various Artists,Best of Beach House 2013,15,False,False,Years Go By,0,0.701,0.557,4,-14.659,0,0.0665,0.0627,0.913,0.124,0.223,110.007,340364,4
album,Rocko,Gift Of Gab 2 (Deluxe Edition),17,True,False,"U.O.E.N.O. (feat. Rick Ross, Future)",56,0.422,0.6409999999999999,10,-4.947,0,0.32299999999999995,0.422,0.0,0.317,0.654,187.027,260276,3
album,Antonio Teoli,13 Years of Game Music,50,False,False,"The Most Dangerous Boss Ever (From ""Oh Blimey"") [2013]",0,0.545,0.64,10,-12.571,0,0.0352,0.16699999999999998,0.785,0.0912,0.227,85.012,157213,4
album,Ariana Grande,Yours Truly,12,False,False,Almost Is Never Enough,56,0.32299999999999995,0.327,2,-7.494,1,0.0411,0.8240000000000001,0.0,0.101,0.335,81.329,327773,4
compilation,Various Artists,November 2013 - Mixed by Cmm - Released Every 15Th Day of The Odd Months of The Year,11,False,False,November 2013 - Mixed by CMM - Released Every 15th Day of The Odd Months of The Year - Continuos DJ Mix,0,0.818,0.7559999999999999,11,-8.957,0,0.0567,0.00362,0.8140000000000001,0.35600000000000004,0.198,124.008,3564312,4
single,Martin Garrix,Animals (Extended),1,False,False,Animals - Extended,63,0.677,0.866,1,-6.403,1,0.0392,0.00165,0.662,0.412,0.0386,128.005,303827,4
compilation,Various Artists,"Redux 10 Years, Vol. 1",50,False,False,Vice Of Life - 4 Strings Remix [2013 Re-Master],0,0.555,0.917,7,-7.921,1,0.0492,0.00161,0.618,0.116,0.217,137.995,405838,4
album,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",16,False,False,Attack on Titan,64,0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,256920,4
album,Windmill,Bumper Pack of Relics (1998-2013),46,False,False,Ten Years Down,0,0.328,0.75,1,-7.369,1,0.0363,0.574,0.934,0.321,0.5529999999999999,104.102,117560,4
album,Luke Bryan,Crash My Party,13,False,False,I See You,56,0.657,0.821,6,-3.388,1,0.0352,0.0838,0.0,0.0457,0.7140000000000001,130.002,185987,4
compilation,Various Artists,Miami Wmc 2013 Best of Chillhouse,15,False,False,Yearning for More,0,0.653,0.552,6,-16.761,0,0.0496,0.759,0.894,0.0948,0.398,116.988,325438,4
album,White Noise Sound Garden,Real White Noise,10,False,False,Real Fan Noise (White Noise),58,0.0803,0.000598,8,-29.066,1,0.0708,0.132,0.653,0.11,0.0253,85.273,704688,5
compilation,Supernova,The Best of 10 Years - 2003 /2013 (Mixed),45,True,False,Come Together (What Is House) - Supernova 2013 Remix,0,0.857,0.936,1,-6.426,1,0.0516,0.0017,0.56,0.0704,0.491,121.989,300980,4
album,Andrew Belle,Black Bear,13,False,False,The Enemy,62,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,286866,4
compilation,Various Artists,September 2013 - Mixed by CMM - Released Every 15Th Day of The Odd Months of The Year,11,False,False,September 2013 - Mixed by CMM - Released Every 15th Day of The Odd Months of The Year - Continuos DJ Mix,0,0.8190000000000001,0.753,2,-10.424,1,0.0524,0.00847,0.897,0.0709,0.229,123.01,3733566,4
album,Ariana Grande,Yours Truly,12,False,False,Tattooed Heart,56,0.536,0.521,7,-4.128,1,0.0274,0.41,0.0,0.142,0.314,72.06,194707,4
compilation,Emam & Friends,"Best Of, Vol. II: 2013-2020",9,False,False,7 Year Cycle,0,0.477,0.5670000000000001,7,-9.591,0,0.0338,0.627,0.899,0.115,0.308,110.441,353480,4
album,Chance the Rapper,Acid Rap,14,True,False,Acid Rain,56,0.727,0.527,9,-7.1110000000000015,1,0.252,0.218,0.000228,0.113,0.102,84.471,216313,4
compilation,Various Artists,Miami Wmc 2013 Best of Chillhouse,15,False,False,Years Go By,0,0.701,0.557,4,-14.659,0,0.0665,0.0627,0.913,0.124,0.223,110.007,340364,4
album,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),59,False,False,"Frozen Heart - From ""Frozen""/Soundtrack Version",58,0.5379999999999999,0.481,2,-8.716000000000001,0,0.0997,0.545,0.0,0.086,0.191,95.914,105293,4
compilation,Various Artists,Warm Up the Party! - 2013 Collection,15,False,False,Yearning for More,0,0.653,0.552,6,-16.761,0,0.0496,0.759,0.894,0.0948,0.398,116.988,325438,4
album,Chris Tomlin,Burning Lights,12,False,False,Whom Shall I Fear (God Of Angel Armies),57,0.444,0.778,0,-3.037,1,0.0324,0.051,0.0,0.269,0.42,148.04399999999995,267906,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Rompecabezas (Amo & Navas Rework) - Best Of 2013,0,0.8059999999999999,0.757,1,-6.8660000000000005,1,0.0578,9.940000000000003e-05,0.825,0.13699999999999998,0.425,124.999,408631,4
album,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),59,False,False,"Fixer Upper - From ""Frozen""/Soundtrack Version",57,0.59,0.53,9,-6.122999999999998,1,0.127,0.441,0.0,0.0967,0.7070000000000001,103.042,182107,4
compilation,Various Artists,Metalville: 10 Years of Rock,14,False,False,"Everything About You - Live at Woodstock Festival, Poland, 2013",0,0.28600000000000003,0.906,1,-5.09,1,0.0539,0.00034,2.9600000000000005e-05,0.268,0.635,127.077,271160,4
